X1,X2,X3,X4,X5,time,event
0.0945641732610225,-7.12074012669992,-2.12395528841395,9.16728476958436,2.90598169352818,207.963829184856,1
-0.0220150546865172,-5.16017150531399,0.811450792023478,0.374330321416195,4.25400362744503,269.155124539439,0
3.24417832410074,-5.34977617458102,0.517627317655292,-2.0593665332595,2.1221211477049,302.314169571487,1
6.68999146871853,-4.85182976648992,3.19307936178688,3.51988763617175,8.44763635118066,241.729015768514,1
6.40429142314947,-9.40137141862547,2.84035898089283,-1.55467851390894,-2.16648853336842,164.190978432157,1
-0.264991536705776,-12.2726210569396,0.984860809952801,2.18158804669029,1.26411018529256,12.4689124419314,1
4.67280480884745,-10.9993000084476,6.58027033874046,7.00077486570095,-2.05449317864747,109.38259753031,1
1.11398668776224,-5.75495436222184,-0.220349469919322,2.63435589177973,7.05716613867453,235.579958019214,1
2.9723935233224,-5.96429794006807,6.99580767579966,5.06946010434728,7.27339469142958,224.700008124904,1
2.19429066779897,-10.6474697179028,-0.0727644554712832,0.468876204503966,0.27235414034585,365.256575437634,1
3.00611467821664,-10.6119061053491,0.305567279624904,-0.136815008324647,4.45633905415975,226.702196895097,1
7.36290450777294,-7.22337915830848,0.455513581462441,3.7260906408154,6.31251317211153,67.3239606921629,1
5.18440035069193,-1.32230579107897,-1.22354604149118,1.54334235482604,1.31128636524805,485.91051162929,1
8.43315751129418,-11.4973445589618,-0.406065400384955,0.236286524190534,2.00775055075841,143.579826155243,0
6.1355148582066,-4.58724064641885,5.96338340907782,0.433185420359583,0.0101358372418636,191.350548339833,1
10.4248387559261,-8.25596024975178,3.96275962657744,4.67175792223891,3.99144217816123,256.869285229849,1
-0.340776528638401,-12.0077938689873,1.37324216604471,6.88652566595859,-2.35565844086107,85.0294507595396,1
7.86727449974233,-3.03464901505001,2.34457067037322,5.1450149999766,3.04062325461564,135.336978552045,1
0.0876839220789569,-11.4834135047115,4.40217411290184,5.48010215120752,3.35887786681503,33.469916956898,0
10.192055725999,-8.18496958178323,6.44074294430165,5.16876013199138,3.9244110305529,133.096312905975,1
