"x1","x2","x3","x4","x5","time","event","rho"
1,1,14.6501169874303,21.0023122686808,-0.685661664496834,5.33482144271962,1,1
1,0,11.0482443623022,18.8883038033559,-0.79271446858291,6.02912266260985,1,1
0,1,11.9414668328172,13.1010570629486,-0.407004152261873,11.5615043186117,0,1
1,1,10.7539467943052,11.9731802245773,-1.14867061145898,7.3954399752243,1,1
1,0,8.00813320691569,14.8327666781262,1.11576046554672,5.29954039880994,1,1
1,0,8.80503417390391,21.4633529139332,-0.879456778170003,2.66077593514509,1,1
1,1,10.3305028461603,19.3911869843663,1.27932293753161,3.05744992218401,1,1
0,1,4.14304564284487,17.0636236396952,-1.45427725484716,0.833313066823351,1,1
1,0,8.3041715468429,16.8721117720736,0.84222876919352,8.42040493251834,1,1
1,1,11.5971690244469,22.2062681392508,-0.603215007812732,0.992767240852118,0,1
0,0,9.40308802406956,13.5566360622797,0.131555027342539,10.865115204826,0,1
1,1,9.43277724610926,22.9927057323618,0.764444556679586,0.845545595706258,1,1
1,0,11.7390386132975,21.7971840449504,-0.917135166591924,4.05678339391433,1,1
0,0,8.91128943060205,16.5197499182254,0.23739451514297,3.99742224253714,0,1
0,0,11.2576064707552,19.6090082745682,-0.0446890666120593,11.4892254725564,0,1
1,1,7.15533108410922,23.5724008548651,-1.11855030356248,0.673383326140548,1,1
1,0,7.54497473333143,25.403660381065,0.576705022824006,1.5336482304503,1,1
0,0,6.65178896851114,25.955881577234,-2.30174221004384,4.13716379638889,1,1
0,1,10.1687969644898,21.4842688513891,1.54401138418949,6.86643968243468,1,1
1,0,9.5877486720592,19.1421070259497,1.19632123896946,4.12925364992992,1,1
1,1,12.8837432805641,21.8219783597566,-0.201676879864589,0.259941894561052,0,1
0,0,9.91643579322927,18.9675555589757,-0.432271579852631,6.63083987355303,1,1
1,0,12.7075089555276,15.9883049915835,0.346948643890299,7.04404453584456,1,1
1,0,13.8904505518457,23.3765739311918,-0.485377933779251,1.25916064902894,1,1
0,0,9.01812353258372,22.7786351035865,-0.195306080234756,4.33812539183375,1,1
1,0,10.7768781498892,25.0440149905892,0.229797411715838,5.22334370025356,1,1
0,0,8.31021348162804,26.6662371573507,-0.0946537580368488,2.74342799526714,1,1
1,0,11.4759807357422,25.8874317523574,1.71019954048516,2.44806119574467,1,1
0,1,7.84047933743228,23.1572628203377,-0.335749000921179,1.15439338245241,1,1
1,1,7.94705224751275,19.8541829152666,-0.875324824335344,4.30522249080241,0,1
1,1,10.5775867231578,19.63486689343,-1.13255449171348,2.75379360645542,1,1
1,0,10.1816226385743,18.3485482438324,-0.56602063273169,3.71429354511201,0,1
0,0,10.5252463534224,16.8757552067197,-0.974384403128723,0,1,1
1,0,10.1386698255825,18.4396288583525,0.945082340846264,2.25891759406075,1,1
0,0,8.94271236228635,22.455350488037,0.247741105300021,1.14903726572149,1,1
1,1,9.73959567096247,21.538708081333,-0.104674620432457,0.606631263536245,1,1
0,1,13.2403174887116,15.1773734007265,0.0277616799037131,1.60151078489087,1,1
0,1,9.96420975335306,24.7914048800562,-0.907276482340544,4.21347926265428,1,1
1,0,7.36302120210141,25.1645650666274,2.3509337520258,3.8854980246205,1,1
1,0,8.31087967883744,25.9322864100821,0.808769724481045,3.33200707968609,1,1
0,1,7.79637025501779,15.1056190567536,0.784140418846701,13.3506638305545,1,1
0,0,8.199819713985,18.3473014625159,0.170236490795333,1.9285626921254,1,1
0,0,7.47783216035504,18.3616765351508,0.159197651530768,1.06627552583814,0,1
1,1,4.74830219503419,18.1953411269512,0.678018100413371,4.92150365374982,0,1
0,1,11.3381314983811,17.7412041930874,0.434371999584651,6.00771788880229,0,1
1,0,11.3200830184616,17.7599586620132,0.780554430230763,8.92058542174505,1,1
1,1,9.49879912921778,16.1177677320312,-0.444567758454349,3.40679829872287,1,1
1,1,8.55240536609236,17.7487058153063,1.2715164118455,3.25375574784259,1,1
1,1,8.37563673534117,18.6718542268071,-1.47339222749877,2.27657804606249,1,1
1,0,10.7974686720368,20.7746004389972,1.82601047314349,1.38942384906113,0,1
0,1,10.4531271477588,22.4225714250889,-0.0821605442182188,0.446114403226365,1,1
0,0,10.8432871595064,23.8314943977,0.207066157170724,1.7943909219529,1,1
0,0,10.0096758874482,16.7967262440624,-0.0581589957425658,4.72507296188327,1,1
1,1,11.237967830193,20.170194622421,-0.843052009454205,2.36939692545764,1,1
0,0,10.8622678889719,29.3428034480536,-0.466487279539017,0.928046201674527,1,1
1,1,11.1166247403744,18.1525301767121,1.51644902909499,0.149508907993504,1,1
1,1,10.991922561344,22.9617196241626,2.07396139462956,4.33943628530388,1,1
0,1,13.3237714818916,17.2066213572709,-1.05674676492714,14.8086378073785,0,1
0,0,7.88993077559099,24.2614756058225,0.355248794893353,5.56075886326289,1,1
1,0,13.01664937356,22.182067285355,-0.537626676315252,7.4460950572643,1,1
1,0,9.33158268668985,16.3271627190272,0.0903163658583597,4.20625233528393,1,1
1,1,9.87003851236312,24.1007653747043,0.348538284602587,3.6075614625685,1,1
1,0,10.1621630774268,24.5029536116245,-0.517518995099845,3.06908849315764,1,1
1,0,9.10357040892232,23.5312015399936,0.287301302415267,4.23462436665152,1,1
1,0,4.89238609946807,8.92768555659724,1.66807499684583,1.92810898460448,0,1
