variable_name,variable,value
BAP1 mutation,35.0,0.0036504366258509895
nucleoli size,35.0,-0.0027616567446603424
age at diagnosis,35.0,0.00398865459801511
mitotic rate per 1mm2,35.0,0.0027962095347916307
ciliary body infiltration,35.0,-0.0007244137191890792
largest basal tumor diameter,35.0,-0.0004524781362675966
TIL density,35.0,-0.005522295151234969
sex,35.0,-0.0009647622723958949
BAP1 mutation,252.0,0.007010732768173868
nucleoli size,252.0,-0.005229013462718204
age at diagnosis,252.0,0.0077527571360662085
mitotic rate per 1mm2,252.0,0.005102163337660912
ciliary body infiltration,252.0,-0.0013863888152776884
largest basal tumor diameter,252.0,-0.0008418414789076686
TIL density,252.0,-0.010615409769051166
sex,252.0,-0.0019005480372491904
BAP1 mutation,287.0,0.010224653102915711
nucleoli size,287.0,-0.007553690962509849
age at diagnosis,287.0,0.011400855472110729
mitotic rate per 1mm2,287.0,0.007112155533732775
ciliary body infiltration,287.0,-0.002019157975925566
largest basal tumor diameter,287.0,-0.0012029830700081372
TIL density,287.0,-0.01548474467157512
sex,287.0,-0.0028213812020539885
BAP1 mutation,308.0,0.013319941363278768
nucleoli size,308.0,-0.00978140205795179
age at diagnosis,308.0,0.014939064417405548
mitotic rate per 1mm2,308.0,0.008904185179348205
ciliary body infiltration,308.0,-0.0026299914616321664
largest basal tumor diameter,308.0,-0.001546839765955557
TIL density,308.0,-0.020174116108338053
sex,308.0,-0.003723387623621176
BAP1 mutation,371.0,0.016354968866781346
nucleoli size,371.0,-0.011969546987624582
age at diagnosis,371.0,0.01842140027226372
mitotic rate per 1mm2,371.0,0.010552226812077148
ciliary body infiltration,371.0,-0.003231385950946144
largest basal tumor diameter,371.0,-0.0018838249964478423
TIL density,371.0,-0.024777206978004406
sex,371.0,-0.0046178863528951565
BAP1 mutation,378.0,0.019303044088221144
nucleoli size,378.0,-0.014108473453208818
age at diagnosis,378.0,0.021810629292962475
mitotic rate per 1mm2,378.0,0.012069732376844802
ciliary body infiltration,378.0,-0.003818704763143321
largest basal tumor diameter,378.0,-0.002213175486055265
TIL density,378.0,-0.02925869624638141
sex,378.0,-0.005494118032927355
BAP1 mutation,455.0,0.02216385820501527
nucleoli size,455.0,-0.01620370802269467
age at diagnosis,455.0,0.02510265263663087
mitotic rate per 1mm2,455.0,0.013478126042447936
ciliary body infiltration,455.0,-0.004392265743815725
largest basal tumor diameter,455.0,-0.0025361061808886285
TIL density,455.0,-0.03362192961661048
sex,455.0,-0.006350297513887396
BAP1 mutation,532.0,0.02494280265021525
nucleoli size,532.0,-0.018262508364327964
age at diagnosis,532.0,0.028301493960878006
mitotic rate per 1mm2,532.0,0.014795857764487516
ciliary body infiltration,532.0,-0.004953352302296008
largest basal tumor diameter,532.0,-0.002853908991996915
TIL density,532.0,-0.037877612757083186
sex,532.0,-0.0071870418677406145
BAP1 mutation,539.0,0.027634304366009273
nucleoli size,539.0,-0.020282381710038343
age at diagnosis,539.0,0.03139937619241715
mitotic rate per 1mm2,539.0,0.01603210213251253
ciliary body infiltration,539.0,-0.005500898667735086
largest basal tumor diameter,539.0,-0.0031662672409796594
TIL density,539.0,-0.042018556336672244
sex,539.0,-0.008002030830903343
BAP1 mutation,546.0,0.030249109261588965
nucleoli size,546.0,-0.022271972274064845
age at diagnosis,546.0,0.03440776411658202
mitotic rate per 1mm2,546.0,0.01720069152521899
ciliary body infiltration,546.0,-0.006037059244375561
largest basal tumor diameter,546.0,-0.003474530677711184
TIL density,546.0,-0.04606185086177114
sex,546.0,-0.008798078956502352
BAP1 mutation,560.0,0.03280660661934686
nucleoli size,560.0,-0.02424632651741531
age at diagnosis,560.0,0.03734831551065637
mitotic rate per 1mm2,560.0,0.01831669427360783
ciliary body infiltration,560.0,-0.0065657811801284145
largest basal tumor diameter,560.0,-0.0037810251686734428
TIL density,560.0,-0.050037807656163134
sex,560.0,-0.009580827631348323
BAP1 mutation,574.0,0.035663898370753414
nucleoli size,574.0,-0.026487849474793875
age at diagnosis,574.0,0.04063054209132191
mitotic rate per 1mm2,574.0,0.01953576760205876
ciliary body infiltration,574.0,-0.0071618596289443415
largest basal tumor diameter,574.0,-0.004129711374491497
TIL density,574.0,-0.05450677280034944
sex,574.0,-0.010460337960507361
BAP1 mutation,602.0,0.038504878936154396
nucleoli size,602.0,-0.02875652615320437
age at diagnosis,602.0,0.043890081164651144
mitotic rate per 1mm2,602.0,0.02072216508049602
ciliary body infiltration,602.0,-0.007760523502350402
largest basal tumor diameter,602.0,-0.0044833940266750414
TIL density,602.0,-0.05898052996660847
sex,602.0,-0.011340303971062778
BAP1 mutation,637.0,0.04126441598971413
nucleoli size,637.0,-0.03100072646286874
age at diagnosis,637.0,0.04705168198646498
mitotic rate per 1mm2,637.0,0.02185264993426004
ciliary body infiltration,637.0,-0.00834810494247768
largest basal tumor diameter,637.0,-0.004834020545208718
TIL density,637.0,-0.06335703868118679
sex,637.0,-0.012200565490117018
BAP1 mutation,658.0,0.04394823821523878
nucleoli size,658.0,-0.033223935849448216
age at diagnosis,658.0,0.05012164769283619
mitotic rate per 1mm2,658.0,0.022933429675594738
ciliary body infiltration,658.0,-0.008925666435954126
largest basal tumor diameter,658.0,-0.005182109011787393
TIL density,658.0,-0.067644775663311
sex,658.0,-0.013042768572960833
BAP1 mutation,679.0,0.046566985123840915
nucleoli size,679.0,-0.035433956918681495
age at diagnosis,679.0,0.053111956270310845
mitotic rate per 1mm2,679.0,0.023971794906366698
ciliary body infiltration,679.0,-0.00949537567680108
largest basal tumor diameter,679.0,-0.005528861749248583
TIL density,679.0,-0.07186030159503276
sex,679.0,-0.013870170353116931
BAP1 mutation,686.0,0.04922683980219626
nucleoli size,686.0,-0.03772210625667206
age at diagnosis,686.0,0.056143366480422376
mitotic rate per 1mm2,686.0,0.025011382086122302
ciliary body infiltration,686.0,-0.01008062955569765
largest basal tumor diameter,686.0,-0.005888636376164582
TIL density,686.0,-0.07617630107589084
sex,686.0,-0.014716640685131914
BAP1 mutation,693.0,0.051797637988590495
nucleoli size,693.0,-0.03997755634212573
age at diagnosis,693.0,0.05906715786871385
mitotic rate per 1mm2,693.0,0.026002780138322967
ciliary body infiltration,693.0,-0.010653003908519792
largest basal tumor diameter,693.0,-0.006244025886243592
TIL density,693.0,-0.08038295459802486
sex,693.0,-0.015541018761544487
BAP1 mutation,700.0,0.05675077227441046
nucleoli size,700.0,-0.04445416218358441
age at diagnosis,700.0,0.06468148628170352
mitotic rate per 1mm2,700.0,0.0278790052436035
ciliary body infiltration,700.0,-0.011775996088790498
largest basal tumor diameter,700.0,-0.006951596001260761
TIL density,700.0,-0.08859496912443154
sex,700.0,-0.01714843606140942
BAP1 mutation,707.0,0.059144531201969115
nucleoli size,707.0,-0.04668437845620048
age at diagnosis,707.0,0.06738492696874218
mitotic rate per 1mm2,707.0,0.0287710038555694
ciliary body infiltration,707.0,-0.01232908112042924
largest basal tumor diameter,707.0,-0.007305168953617066
TIL density,707.0,-0.09261940510160342
sex,707.0,-0.017935228759958535
BAP1 mutation,721.0,0.06369660062053795
nucleoli size,721.0,-0.05105804956301969
age at diagnosis,721.0,0.07250599170040682
mitotic rate per 1mm2,721.0,0.03044301167289855
ciliary body infiltration,721.0,-0.01340157775455511
largest basal tumor diameter,721.0,-0.008000536401969516
TIL density,721.0,-0.1003861366781768
sex,721.0,-0.01945176123961175
BAP1 mutation,742.0,0.06590600045850749
nucleoli size,742.0,-0.05324899815850949
age at diagnosis,742.0,0.07498127935458303
mitotic rate per 1mm2,742.0,0.03124377692120896
ciliary body infiltration,742.0,-0.01393281984542389
largest basal tumor diameter,742.0,-0.008349816206073642
TIL density,742.0,-0.10421549318858252
sex,742.0,-0.020198493461317926
BAP1 mutation,777.0,0.06812459072906843
nucleoli size,777.0,-0.05549801083245629
age at diagnosis,777.0,0.07745948100630423
mitotic rate per 1mm2,777.0,0.032041188956353335
ciliary body infiltration,777.0,-0.014473976057561943
largest basal tumor diameter,777.0,-0.008708972781721898
TIL density,777.0,-0.10810455714262893
sex,777.0,-0.020956140581046563
BAP1 mutation,798.0,0.07231252971900458
nucleoli size,798.0,-0.05989027948469278
age at diagnosis,798.0,0.08211545597962554
mitotic rate per 1mm2,798.0,0.033529058990669505
ciliary body infiltration,798.0,-0.015518655162026204
largest basal tumor diameter,798.0,-0.009412097710124882
TIL density,798.0,-0.11557985416943346
sex,798.0,-0.02241016472746038
BAP1 mutation,847.0,0.07437368783811218
nucleoli size,847.0,-0.062129924218726824
age at diagnosis,847.0,0.08439540169948984
mitotic rate per 1mm2,847.0,0.03425336289844732
ciliary body infiltration,847.0,-0.016045107371490574
largest basal tumor diameter,847.0,-0.009771430960028266
TIL density,847.0,-0.11933144442915138
sex,847.0,-0.023138636075450685
BAP1 mutation,861.0,0.07637212468183169
nucleoli size,861.0,-0.06435591653423722
age at diagnosis,861.0,0.08659799027624714
mitotic rate per 1mm2,861.0,0.03495079753897314
ciliary body infiltration,861.0,-0.01656414328505967
largest basal tumor diameter,861.0,-0.010129071142694254
TIL density,861.0,-0.12302051561644116
sex,861.0,-0.02385405785968643
BAP1 mutation,875.0,0.07835840118449876
